IR_PPG,Red_PPG
0.90237713045504,0.852938857604961
0.970207074214349,0.917435563825781
1.03305095976578,0.979103747347966
1.09122172392868,1.03862217432102
1.14553178461538,1.09652460146725
1.19717951165311,1.15342542114598
1.24764452166926,1.21025896442339
1.29865898713523,1.26847050628803
1.35225077792538,1.33010855960648
1.41072200170571,1.39768668186013
1.47630345729813,1.47359354905855
1.5502451934204,1.55887031813469
1.63134956511376,1.65144365393738
1.71430587456037,1.74435594816355
1.78851189731347,1.82486465158154
1.83820955990945,1.8752269422152
1.84451529473979,1.87552260857132
1.79520020670024,1.81599228693863
1.67543260446946,1.68786242279105
1.49611078628307,1.50185830752734
1.26813305037667,1.26870523254629
1.00239769498586,0.999128489246692
0.70980301834625,0.703853369027312
0.401247318693444,0.393605163286935
0.0876288942630452,0.0791091634243416
-0.220153956709343,-0.228909339161688
-0.511202935988116,-0.519725053072373
-0.774619745337671,-0.782612686908934
-0.999506086522402,-1.00684694927259
-1.17496366130671,-1.18170254876456
-1.28659597063239,-1.29280604572662
-1.36802713773832,-1.3747072318265
-1.43966093369679,-1.44724679523338
-1.50356619499827,-1.51140777494069
-1.5592254063449,-1.56591399394808
-1.60420168883237,-1.60800271081964
-1.63495034727577,-1.63418519829783
-1.64770191722298,-1.64095773627629
-1.63933847213045,-1.62551319546697
-1.60815742477492,-1.5864804227184
-1.55440817229457,-1.52460498410559
-1.48051509493941,-1.44312057635959
-1.3909618286395,-1.34753274414345
-1.29185459713568,-1.24479042994478
-1.19018616373078,-1.14215811705021
-1.09285151284019,-1.04616185650706
-1.00560058534121,-0.961778687844481
-0.93220476378143,-0.891876452863166
-0.874030468690952,-0.836951559129366
-0.830065107202679,-0.795291723631233
-0.797358020694092,-0.763587509133601
-0.771775021737209,-0.737816929145356
-0.748847172435151,-0.714123043714756
-0.724454472546764,-0.689385492593503
-0.69523245612784,-0.661321580753013
-0.658755218071967,-0.62823433641026
-0.613616932854896,-0.588721806565697
-0.559505724154664,-0.541644468883635
-0.497230117053245,-0.486380956681887
-0.428563330967493,-0.423107064051129
-0.355841204298383,-0.352862502200233
-0.281389854288597,-0.277370734825412
-0.206956961072502,-0.198667822609776
-0.133331334863016,-0.11865716167842
-0.0602611107896851,-0.0387092839709138
0.0133206497995128,0.0406056835505678
0.0888291311201137,0.11956794542944
0.167486631787252,0.199130056476529
0.249947728565016,0.280554991964928
0.336216998967561,0.364929024179533
0.425785825701854,0.452679315826567
0.517831313386876,0.543312733387435
0.611352860931727,0.635549292274528
0.705204238761049,0.727789702963499
0.798061031217473,0.818628226988517
0.888396161550148,0.907101496338506
0.974544712111529,0.992532391572372
1.05491745604848,1.07414559749445
1.12832429855556,1.15085358394916
1.19429069384418,1.22144321185156
1.25330178070313,1.2851089262203
1.30699212138005,1.34216505889317
1.35824771701074,1.3946672673677
1.41105151485914,1.44655438548452
1.46987895020192,1.50301691708755
1.53857361022757,1.56905983675473
1.61879118316454,1.64743652030571
1.70828231748464,1.73638659269827
1.79952604541229,1.8279327075365
1.87937149919633,1.90757374540963
1.93020685394349,1.95591065233082
1.93278466321156,1.95218613580858
1.88033048609787,1.88872747783127
1.764347953589,1.76109867805425
1.59433541242425,1.57928917382359
1.37979120934295,1.35328840248533
1.1302136910844,1.09308580138553
0.855101204387916,0.808670807870252
0.563952095992817,0.510032859285545
0.266264712638411,0.207161392977466
-0.0284625989359868,-0.0899541537079313
-0.310731491991064,-0.371324343424592
-0.571043619787509,-0.626959738826458
-0.799900635586006,-0.846870902567479
-0.987804192647245,-1.0210683973016
-1.12525594423191,-1.13551083388775
-1.20839275723884,-1.2214730408998
-1.28059876250708,-1.29717161181008
-1.34432173988261,-1.36351170219404
-1.40039878922827,-1.42030018946347
-1.44826350208145,-1.4667668038489
-1.48615273999371,-1.50171171213988
-1.51139241941187,-1.52349126172347
-1.52086745812172,-1.53009184790153
-1.51173857894422,-1.51942943154259
-1.48231554748315,-1.48987503190513
-1.43281662780342,-1.44091578828392
-1.36570197506267,-1.37377531635399
-1.28541841384186,-1.29175612048221
-1.19763841868109,-1.20010292865157
-1.10825925183478,-1.10530527237825
-1.02247298924545,-1.01393896917617
-0.944126360088033,-0.931381605706333
-0.875418702642534,-0.860862321266007
-0.816894178523072,-0.803160762506081
-0.767677465050027,-0.756931839262305
-0.725872682438238,-0.719372625781106
-0.689018503777169,-0.686982932348463
-0.654499759476067,-0.656293865731085
-0.619841379089651,-0.624400829730217
-0.58287133003212,-0.589134938951023
-0.541822547994812,-0.548925590767972
-0.495442613946709,-0.502622142542653
-0.443092838313321,-0.449516369530751
-0.384778626240969,-0.389579132875867
-0.321089684303396,-0.323687855829687
-0.253066704913522,-0.253588700933697
-0.182028250281936,-0.181503379674242
-0.109389152537141,-0.109512011484972
-0.0364828103494784,-0.0390176705809628
0.0355855227089213,0.0294609869972612
0.106018235468047,0.0961671839095014
0.174352926832517,0.161829011681774
0.24049689724789,0.227404356651075
0.30478861052586,0.293895446881028
0.368031991990406,0.362182951326421
0.431416759635078,0.432856419757505
0.49625985135535,0.506081690453407
0.563591463507022,0.581533385039388
0.633726792134512,0.658381469539169
0.706030369884476,0.735362862938674
0.779027423443025,0.810977648383773
0.850841467928678,0.883775930846776
0.919773768520091,0.952647171633783
0.984788628386664,1.0170345959371
1.04572781934226,1.07704396199926
1.10322418848427,1.13344866973294
1.15846509682227,1.1876271685161
1.21301953348634,1.24146550587132
1.26879666790299,1.297209578153
1.32799948935886,1.35721381912408
1.3928429723309,1.42349727135848
1.4648574848831,1.49701108554834
1.54377482058934,1.5766561053371
1.62624490071517,1.65828838120707
1.70487163802751,1.73407823954327
1.76812291623968,1.79263091494599
1.80147237096332,1.82015486326303
1.78977726069515,1.80267138076172
1.72880687657014,1.73387746331058
1.62087065754926,1.6177021491463
1.47236706844546,1.46086425327606
1.28969457407173,1.27008259070703
1.07925163924103,1.05207597644638
0.847436728766336,0.813563225501286
0.600648307460611,0.561263152878908
0.345284840136828,0.301894573586419
0.0877447916079558,0.0421763026309907
-0.165573373313035,-0.211172844980207
-0.408271189813176,-0.451434054240006
-0.633950193079495,-0.671888510141234
-0.836211918299025,-0.865817397676721
-1.00865790065879,-1.0265019018393
-1.14488967534583,-1.14240332104432
-1.23879641921789,-1.23764817113274
-1.32598342593508,-1.3266442369018
-1.40546983635356,-1.40815906646514
-1.47518907410478,-1.47958664098265
-1.53244256464639,-1.53767402569633
-1.57424441536757,-1.57909061234009
-1.59766904862303,-1.60083153736758
-1.60032104413796,-1.60063634829524
-1.58089213415447,-1.57749801153652
-1.53961815649359,-1.53214006471131
-1.47848576098716,-1.46729830899745
-1.40117081601494,-1.38768193315692
-1.3127308730948,-1.29948871336407
-1.21905865752223,-1.20945223338004
-1.12613411473237,-1.12364505471513
-1.03919924975895,-1.0464113883662
-0.962053415988715,-0.979773473315991
-0.896652075055626,-0.923517452876059
-0.843086850945878,-0.875862814399851
-0.799900874913788,-0.834320473791757
-0.764608071453012,-0.796380301547559
-0.734242762539233,-0.759922067953585
-0.705801906935313,-0.723394041503851
-0.676543295177577,-0.685819417832532
-0.644183149477953,-0.646686701704852
-0.607044944007383,-0.605765892868862
-0.564170324519011,-0.562873854761171
-0.51535319821913,-0.517679223917241
-0.461040750793747,-0.469654568250643
-0.402098110757816,-0.418144850333155
-0.339507126288079,-0.362474355624391
-0.274111181878443,-0.302095974891143
-0.206500539032798,-0.236801000249251
-0.13702645581335,-0.16689251534242
-0.0658395776325041,-0.0931438125830534
0.00708855127208739,-0.016517946996485
0.0818869955527095,0.0621540949106303
0.158592899583891,0.142327453346507
0.236927477856973,0.223674463629154
0.316189496636433,0.305869916711883
0.395325046053054,0.388348482365423
0.473137600218058,0.470155221435582
0.548559724843854,0.54999126668932
0.620890240755801,0.626493168101665
0.689904766393723,0.698650458698895
0.755775704422031,0.76613375348984
0.818826650197562,0.829300931610153
0.879259053623652,0.888800794754365
0.936996567874299,0.94496211715816
0.991698711097388,0.997387687510727
1.04294842787254,1.04513211470451
1.09060865085423,1.08750380245703
1.13525301938409,1.12512179581152
1.1784820915563,1.1606236500541
1.22296086083275,1.19855743088355
1.27208881355184,1.2444248434763
1.3292912125908,1.30319801145066
1.39697645882686,1.37769168095929
1.47524931120532,1.46705096822185
1.56057690975518,1.56556943406203
1.64477919733992,1.66216790349076
1.71486821274463,1.74098745628987
1.75424724415071,1.78342555345683
1.74544366294409,1.77146615781417
1.68129837993775,1.69955086081041
1.56064220634037,1.56886058232057
1.39195091647502,1.38863973213276
1.18370028466477,1.16813272003511
0.944366085232703,0.916583955815749
0.682424092501888,0.6432378492628
0.406350080795403,0.357338810164389
0.12461982443632,0.0681312483086407
-0.154290902252285,-0.215140426516319
-0.421906324947337,-0.483231804522364
-0.669750669325761,-0.72689847592137
-0.889348161064484,-0.936896030925211
-1.07222302584043,-1.10398005974576
-1.20989948933052,-1.21473581520643
-1.29696640503663,-1.29851202494848
-1.37351536452277,-1.37357090200668
-1.44128262302137,-1.44124802734791
-1.50028628506151,-1.50077843973838
-1.54905673910734,-1.54962354766626
-1.58492381843732,-1.58403313793986
-1.60444756837017,-1.59989767222164
-1.60408818131201,-1.59374198505976
-1.5811033310148,-1.56363300367179
-1.53448275895519,-1.50982277544583
-1.46561892024206,-1.434992062907
-1.37846802358305,-1.34404947372009
-1.27892437989212,-1.24353351640531
-1.17471366889466,-1.14069739882163
-1.07278701403142,-1.04242735329469
-0.97896077182741,-0.954235899090467
-0.897209038320914,-0.879547820403836
-0.829047116940735,-0.819419121266506
-0.773912403631227,-0.772700587337748
-0.729743535359422,-0.736508877718556
-0.693608224492369,-0.70688782237373
-0.662247453342544,-0.679624558764094
-0.63251706170837,-0.651094966752319
-0.601739346629753,-0.618870891037444
-0.567939772312666,-0.581868796387532
-0.529941375861616,-0.54005640631782
-0.48732757952546,-0.493948248089174
-0.440290966278647,-0.444134615184555
-0.389389832401902,-0.390968491621133
-0.33525887846391,-0.334438090008413
-0.278343687911473,-0.274239689974771
-0.218752903075666,-0.210040949111506
-0.156298382617157,-0.14184755301069
-0.0906969212291794,-0.070287317549533
-0.021826979867418,0.00337237382432332
0.0500714170429945,0.0775095111232944
0.124330040496239,0.150623206295712
0.199956394402099,0.221820350889087
0.275889775993013,0.291116822378912
0.351318501614422,0.359431543511397
0.425926338734838,0.428341001205307
0.499951148689156,0.499710396710503
0.574033110966339,0.575221267512976
0.648947416832809,0.655846677080071
0.725326069517723,0.741456964770927
0.803415838354972,0.83072723859182
0.882911443022414,0.921393535316395
0.962937782953045,1.0107945671099
1.04224672406589,1.09651026864524
1.11959260301228,1.17686076509669
1.19411853710918,1.25115968312571
1.26557381999382,1.31975626831957
1.33432300935095,1.38395498069847
1.40126361462923,1.44587648700136
1.46779466265628,1.50824676938704
1.53582448930406,1.57409287333473
1.60760722721942,1.64631686694433
1.68517645668618,1.72700624774182
1.76927953801347,1.81628531325089
1.85789193325902,1.9107571780478
1.9446743197833,2.00207606432376
2.01807633725659,2.07648201117106
2.06189909163068,2.11600156910892
2.05774740689531,2.10151547439536
2.00008822482635,2.02897399130838
1.88590089017477,1.90234603454237
1.72271322217417,1.72889905012754
1.51805304005812,1.51590048409409
1.27944816306021,1.27061778247222
1.01442641041402,1.00031839129213
0.73051560135313,0.712269756584031
0.435243555111128,0.41373932437812
0.136138090921595,0.1119945407046
-0.159272971981889,-0.185697148406328
-0.443461814365738,-0.472068296924461
-0.708900616996373,-0.739851458819596
-0.948061560640209,-0.981779188061532
-1.15341682606366,-1.19058403862007
-1.31743859403316,-1.358998564465
-1.42774169316753,-1.47440050641309
-1.5095569925584,-1.56157027427852
-1.57656002323758,-1.63423525834198
-1.62686517209888,-1.68955002610074
-1.657958248957,-1.72342825525919
-1.66719914535488,-1.73155322389202
-1.65246894733941,-1.71070208457762
-1.61290068781591,-1.66003228214951
-1.54952264120256,-1.58192033922884
-1.46460494037265,-1.48141621804086
-1.36487425200184,-1.3691352301569
-1.25797512053399,-1.25174652601996
-1.15013840357853,-1.13591925607306
-1.04759495874489,-1.02832257075923
-0.9555834560048,-0.93530241002958
-0.877314954276819,-0.85667766344981
-0.813429715577749,-0.792045306769386
-0.762626870540422,-0.739889469798643
-0.722309901537394,-0.698272545801768
-0.689312937434987,-0.665324554872759
-0.660530247432302,-0.639351497086459
-0.633341556464667,-0.618601498399411
-0.605781319014604,-0.600945926568363
-0.576489400918458,-0.583779255390477
-0.544546334430799,-0.564257640213353
-0.509292206196761,-0.539759884290583
-0.470202222845251,-0.508341405501086
-0.426853237728517,-0.468992203534835
-0.378965203184918,-0.42165714080537
-0.326480459049054,-0.367066836450432
-0.269637402663411,-0.306411752154591
-0.20897717245649,-0.240953283551568
-0.145217489059859,-0.171729220189937
-0.078990578567846,-0.0994295890077956
-0.0105564756369363,-0.0243876200120972
0.0603366057905557,0.0533844660991634
0.134333518881761,0.134100500098116
0.212117916468752,0.21800222434671
0.293985950516213,0.305094634383499
0.379569195380541,0.394915128837153
0.467823850246727,0.48641144322228
0.557237655705693,0.57799545628108
0.646109740535189,0.667797626594907
0.732760942618725,0.754012944166363
0.815624478637924,0.835180232261169
0.893274918979606,0.910341921115267
0.964490985449235,0.979112656359926
1.02841618937759,1.04168967064992
1.08482273671784,1.09886048176658
1.13442272631844,1.15205153654475
1.17912230928751,1.20339197275232
1.2220803384067,1.25568441476965
1.26741222892578,1.31210144344462
1.31937096200856,1.37543425104438
1.38094159625706,1.44686402123699
1.45204780287207,1.52444537603779
1.52786624822195,1.60173200889609
1.59795021624686,1.66721705703807
1.646829379189,1.70522564814445
1.65638482274654,1.69847409215665
1.61131424703772,1.63844901900724
1.50863336642148,1.52213248777159
1.35529868917109,1.35784511145936
1.15995476592539,1.1539075030802
0.931246147323191,0.918640275643755
0.677817384003323,0.660364042159682
0.408313026604608,0.387399415637632
0.131377625765867,0.108067009087257
-0.144344267874074,-0.169312564481793
-0.410208103676393,-0.436418692059865
-0.657569331002266,-0.684930760637308
-0.877783399212871,-0.906528157204471
-1.06220575766938,-1.0928902687517
-1.20219185573298,-1.23569648226935
-1.29149941703515,-1.32821577425966
-1.36885678615439,-1.40741189583416
-1.43644504364342,-1.475450161012
-1.49507443006872,-1.5334070520188
-1.54419308761337,-1.58092095573008
-1.58197629337143,-1.61596243108787
-1.60564499244446,-1.6350917963945
-1.61204175881008,-1.63436274690139
-1.59838463413185,-1.61068603720506
-1.56306083879719,-1.56316352530135
-1.5062862233214,-1.49381938119919
-1.43043485083718,-1.40738506997004
-1.33988416482748,-1.31022814127266
-1.24024871955226,-1.20889652601225
-1.1379275023685,-1.10888783492275
-1.0385667380721,-1.01406272093231
-0.946301855594675,-0.926706187147161
-0.864112757757879,-0.847947029101069
-0.793263441760877,-0.778211497083572
-0.733615133873169,-0.717514877462065
-0.683962189571321,-0.665591200716678
-0.642453352365265,-0.62191146804569
-0.60698604673024,-0.585592296830701
-0.575464621032091,-0.555225025917452
-0.545908908681256,-0.528735037292921
-0.516498020851749,-0.503410352360958
-0.485622323746648,-0.476197956004038
-0.451935991169036,-0.444259629825282
-0.41437994999078,-0.405597708271642
-0.372169635935022,-0.359443443459052
-0.324767391609278,-0.306213850758245
-0.271864868877172,-0.247093579872788
-0.213382927501195,-0.183433540211931
-0.149495391565192,-0.116193842340671
-0.0806620343821864,-0.0456886032170094
-0.007600385645156,0.0282491613864258
0.0688558816005341,0.105827293789054
0.147954423125586,0.186887261125968
0.229142665038126,0.270785889824012
0.312031916914785,0.356572160998665
0.396256233597545,0.443243883138801
0.481315968069304,0.529872264441555
0.56647241486503,0.615570164438843
0.650745068829091,0.699415861950862
0.733029952448883,0.780452585677874
0.812289756842714,0.857788222768868
0.887735154845275,0.930725805596372
0.958938131598348,0.998865871855737
1.02585934144935,1.06216637478871
1.08880754245217,1.12099545598783
1.14836112824818,1.17616898581457
1.20528092776245,1.22886947852938
1.26044597741327,1.2804144326519
1.31485685938592,1.33203382578089
1.3697580921227,1.38489867807265
1.42685102482532,1.4404620459401
1.48841061823538,1.50081606271299
1.55701793558269,1.56854945154491
1.63468182246339,1.64573652397986
1.72134447935969,1.73214699720388
1.81312130528217,1.82326218453056
1.90096208761539,1.90895867827113
1.97048816909787,1.97364990421218
2.00349802825058,1.99829210754362
1.98652665288186,1.96716580712362
1.90814186830414,1.86862025651384
1.76972480152163,1.70731236719384
1.58048558664189,1.49386778659214
1.34963435777246,1.23891216213724
1.08638124902089,0.953071141257689
0.799936394494717,0.646970371381992
0.499509928301492,0.331235499938673
0.19431198454876,0.0164921743562519
-0.106447302655934,-0.286633957936749
-0.393557799205044,-0.567517249511809
-0.657809370991025,-0.815532052940408
-0.889991883906331,-1.02005272079403
-1.08089520384342,-1.17045360564414
-1.22130919669474,-1.26140588106765
-1.30707088246746,-1.33800394849173
-1.38099592145414,-1.40473372963234
-1.44404668076543,-1.46383197984749
-1.49633833462095,-1.51554381680373
-1.53756817714069,-1.55858384744983
-1.56708125971522,-1.590588647762
-1.5837455097503,-1.60856226526815
-1.5859026924309,-1.60941600627572
-1.57158226160034,-1.59062744357041
-1.53902815962244,-1.55090737850109
-1.48740988790768,-1.49071150426975
-1.41747072224495,-1.41249250389768
-1.33190940652803,-1.32063522411162
-1.23536999026747,-1.22101981212737
-1.1339466596124,-1.12018411445962
-1.03422124979543,-1.02424371613988
-0.942082311551293,-0.937895323067336
-0.861692644954772,-0.86380120598435
-0.794899082903413,-0.802491313664541
-0.741222558817985,-0.752692842242298
-0.698365570776775,-0.711873372851482
-0.663011793342848,-0.67684019622512
-0.631638310817798,-0.644303874656277
-0.601105821168205,-0.611317458941857
-0.568940081243357,-0.575564879662246
-0.53338358044622,-0.535533591901308
-0.493350550752178,-0.490585712701772
-0.448363470806212,-0.440919417262598
-0.398483987370329,-0.387399983970274
-0.34423013687761,-0.331228049855579
-0.286459812543514,-0.273480431466538
-0.226183535351557,-0.214682954145082
-0.164302040669384,-0.154644802903544
-0.10135917308474,-0.0926961950327924
-0.0374402122426723,-0.0282143116601797
0.0277439019927564,0.0389300402203249
0.0946594665050483,0.108313962515913
0.1637217794936,0.179259027479664
0.235088787896835,0.251217397934442
0.308537291358753,0.324015896981571
0.383465132545099,0.397825288452108
0.458996009802933,0.472863680202606
0.534139123413749,0.549021469781574
0.607975456490921,0.625613081703326
0.679819781292425,0.701362116069387
0.749279252187983,0.774633075143211
0.816171015838557,0.843834711509989
0.880354258912587,0.907873360868106
0.94160146441919,0.966496687531425
0.999608379022052,1.02037835998867
1.05414931109275,1.07088773026111
1.10532687459122,1.11964744062442
1.15384249747806,1.16814081475611
1.20117898638225,1.21761386527226
1.2495828648308,1.26929429717637
1.30180588386078,1.32472802337772
1.3606596854769,1.38595680021302
1.42841975963586,1.45525822673279
1.50601070233789,1.53420854839563
1.59192182407318,1.62205059811541
1.68100046737191,1.71378632090492
1.76355144338091,1.79882090438138
1.8253647434463,1.86106994825122
1.84918763206145,1.88110239109449
1.82150616995814,1.843487962878
1.7351797672452,1.74358813003229
1.59373664922731,1.58693703626544
1.40568246492364,1.38280580647124
1.17952286335337,1.14046556554347
0.923763493535669,0.869187438375914
0.646910004489712,0.578242549862343
0.357468045234675,0.276902024896542
0.063943264789733,-0.0255630116277077
-0.225158687825939,-0.319881434816627
-0.501332163593165,-0.596782119776435
-0.756071513492771,-0.846993941613351
-0.980871088505583,-1.06124577543359
-1.16722523961242,-1.23026649634339
-1.30662831779412,-1.34056085142888
-1.39401047922272,-1.42350509564825
-1.4699124343805,-1.49690829852186
-1.53409789005347,-1.56085221632701
-1.58536473888772,-1.61386503812362
-1.62231166806669,-1.65353906804513
-1.64374201524469,-1.67709807375246
-1.64871776854713,-1.68190246507242
-1.63643543634233,-1.66591175707143
-1.60616104364824,-1.6281279245134
-1.55741909280072,-1.56898643838757
-1.49049366283393,-1.49059999171205
-1.40709957789627,-1.39680002666361
-1.30998163169716,-1.29279991002846
-1.20660527318458,-1.18518562426411
-1.10335716476227,-1.08018882989595
-1.00638989448488,-0.983583871928007
-0.921557034780182,-0.89976205043061
-0.852706205726576,-0.831234365028252
-0.800678409735227,-0.778592999443393
-0.763713469907429,-0.740659825037091
-0.73815873436809,-0.714723357724543
-0.719461534045469,-0.696817562687298
-0.703095921636921,-0.682120884461288
-0.685186377360887,-0.665600057193875
-0.662793454855024,-0.642842776155536
-0.633927965415251,-0.61081183075589
-0.597391243478207,-0.568224412834566
-0.552573990842532,-0.515381051776227
-0.499316067843638,-0.453542082584735
-0.437855514992814,-0.38424486123061
-0.368837674728375,-0.308951936094222
-0.293320884893268,-0.229077760902357
-0.212749031738379,-0.146129966004388
-0.128889121345853,-0.0616987126634194
-0.0436968005787404,0.0227607762043329
0.0409352575725657,0.106236793714681
0.123524420656938,0.188356743542522
0.203305657053345,0.269284140326666
0.280310806738182,0.349338278013276
0.355152565663508,0.428567851336658
0.428639600040014,0.506521161609284
0.501418775041449,0.582310832843418
0.573774595925848,0.654925966096105
0.645603223995554,0.723644859421958
0.716494696110329,0.788358754713455
0.785855118059998,0.849645356407793
0.853050105889959,0.908556824460415
0.917558915277347,0.966201788466824
0.979090344685136,1.02325696333368
1.03761217676866,1.07962560781992
1.09331109895043,1.13444361338647
1.14655523579523,1.18649590849158
1.19793218010067,1.23495289379981
1.2484031107528,1.28016625824335
1.2995094529526,1.32411895130473
1.35341122717147,1.37020838792325
1.41249394246816,1.42228507064104
1.4784058985765,1.48305756031214
1.55062076417221,1.55217405186996
1.62487534062245,1.62451592079625
1.69203654010974,1.68934307697274
1.73805148063762,1.73085896192529
1.74553311683195,1.73052270258285
1.69735412736711,1.67281155483187
1.58438236459193,1.54612650167431
1.41461088856029,1.3617282938624
1.19850127273487,1.13087768214837
0.946515090578328,0.864835417284426
0.669113915553346,0.574862250022795
0.376759321122588,0.272218931115697
0.079912880748726,-0.0318337886846448
-0.210963832105571,-0.326035158626011
-0.485409243977634,-0.599124427956179
-0.732961781404793,-0.839840845922929
-0.943159870924377,-1.03692366177404
-1.10554193907372,-1.17911212475729
-1.20635988349314,-1.26200182115752
-1.27599317938512,-1.32958088959662
-1.33393150894023,-1.38750715467828
-1.38325848683216,-1.43831929124583
-1.42467884047495,-1.48149754131323
-1.45678737518673,-1.51409324351084
-1.47655186949539,-1.53180106792521
-1.48000444164763,-1.53023050719274
-1.46312315854696,-1.50601432648742
-1.42287037106483,-1.45752361195289
-1.35825758719185,-1.38524273163382
-1.27004495334972,-1.2891671302609
-1.16473975137103,-1.17938975867156
-1.05084787377261,-1.06261576473257
-0.935417110068162,-0.945550296310712
-0.825495249771381,-0.834898501272762
-0.728609438412699,-0.737910014152503
-0.649736235444731,-0.660305199114732
-0.589407030619738,-0.602898827374089
-0.545809951153324,-0.563321305917998
-0.515023332475328,-0.536450980799844
-0.492029719839322,-0.515815763424603
-0.471786274266736,-0.495186232556946
-0.450108173647029,-0.469894114002743
-0.424177438611914,-0.437539695005895
-0.392640562505798,-0.397987359627971
-0.355406407827868,-0.352814556297398
-0.313297804028072,-0.304484558419244
-0.267670540004605,-0.255478011412003
-0.220042391024404,-0.207553502335195
-0.171729370261277,-0.161267741275624
-0.123525097789074,-0.115867998344216
-0.0755144341652985,-0.0696005894856842
-0.0270910457242603,-0.0203415176746699
0.0228141620470943,0.033665017520107
0.0753700711189438,0.0932400852960656
0.131482944068446,0.158103378522188
0.191539421868118,0.227108465576627
0.255289657975364,0.298658134374956
0.321872677716165,0.3710689369955
0.38998781297906,0.442779144515118
0.458185198391823,0.512451777141693
0.525185810048046,0.579113283143597
0.590112210885506,0.642362324620789
0.652547173852938,0.702492825809451
0.712428183546197,0.760357403610558
0.769870531408679,0.816996669410301
0.825037527050746,0.873247748293335
